Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [GBIF Taxonomy],Characteristics [Open Tree Taxonomy],Characteristics [Description],Characteristics [Basis of Record],Characteristics [Voucher Specimen],Experimental Condition [Collector],Experimental Condition [Collection Date],Experimental Condition [Identified By],Characteristics [Geodetic.datum],Characteristics [Latitude],Characteristics [Longitude],Characteristics [Elevation],Characteristics [Coordinate Precision],Protocol REF,Experimental Condition [Microscope],Experimental Condition [Microscope Instrument],Experimental Condition [Microscope Contrast Method],Experimental Condition [Microscope Magnification],Experimental Condition [Microscope Objective],Comment [Image File],Comment [Multi-Focus Image Fusion Stack],Comment [Image Stitching Stack],Phenotype,Phenotype Term Accession
Diplophyllum albicans,IMG_2947-2996 Diplophyllum albicans leaf lobes cross section (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_2947-2996 Diplophyllum albicans leaf lobes cross section (20x),IMG_2897-2946 Diplophyllum albicans leaf lobes cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_2997-3046 Diplophyllum albicans leaf lobes cross section (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_2997-3046 Diplophyllum albicans leaf lobes cross section (20x),IMG_2947-2996 Diplophyllum albicans leaf lobes cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3047-3096 Diplophyllum albicans leaf lobes cross section (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3047-3096 Diplophyllum albicans leaf lobes cross section (20x),IMG_2997-3046 Diplophyllum albicans leaf lobes cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3097-3146 Diplophyllum albicans leaf lobes cross section (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3097-3146 Diplophyllum albicans leaf lobes cross section (20x),IMG_3047-3096 Diplophyllum albicans leaf lobes cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3147-3196 Diplophyllum albicans leaf lobes cross section (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3147-3196 Diplophyllum albicans leaf lobes cross section (20x),IMG_3097-3146 Diplophyllum albicans leaf lobes cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3199-3245 Diplophyllum albicans leaf lobes cross section (40x DIC).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_3199-3245 Diplophyllum albicans leaf lobes cross section (40x DIC),IMG_3147-3196 Diplophyllum albicans leaf lobes cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3246-3295 Diplophyllum albicans leaf lobes cross section (40x DIC).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_3246-3295 Diplophyllum albicans leaf lobes cross section (40x DIC),IMG_3147-3196 Diplophyllum albicans leaf lobes cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3296-3345 Diplophyllum albicans leaf lobes cross section (40x DIC).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_3296-3345 Diplophyllum albicans leaf lobes cross section (40x DIC),IMG_3246-3295 Diplophyllum albicans leaf lobes cross section (40x DIC),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3346-3395 Diplophyllum albicans leaf lobes cross section (40x DIC).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_3346-3395 Diplophyllum albicans leaf lobes cross section (40x DIC),IMG_3296-3395 Diplophyllum albicans leaf lobes cross section (40x DIC),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3398-3447 Diplophyllum albicans leaf lobes cross section (40x DIC).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_3398-3447 Diplophyllum albicans leaf lobes cross section (40x DIC),IMG_3296-3395 Diplophyllum albicans leaf lobes cross section (40x DIC),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3448-3497 Diplophyllum albicans leaf lobes cross section (40x DIC).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,leaf lobes cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_3448-3497 Diplophyllum albicans leaf lobes cross section (40x DIC),IMG_3398-3447 Diplophyllum albicans leaf lobes cross section (40x DIC),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3498-3547 Diplophyllum albicans stem cross section (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stem cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3498-3547 Diplophyllum albicans stem cross section (20x),IMG_3448-3497 Diplophyllum albicans leaf lobes cross section (40x DIC),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3548-3597 Diplophyllum albicans stem cross section (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stem cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3548-3597 Diplophyllum albicans stem cross section (20x),IMG_3498-3547 Diplophyllum albicans stem cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3598-3647 Diplophyllum albicans stem cross section (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stem cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3598-3647 Diplophyllum albicans stem cross section (20x),IMG_3548-3597 Diplophyllum albicans stem cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3648-3697 Diplophyllum albicans stem cross section (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stem cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3648-3697 Diplophyllum albicans stem cross section (20x),IMG_3598-3647 Diplophyllum albicans stem cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3698-3747 Diplophyllum albicans stem cross section (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stem cross section,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3698-3747 Diplophyllum albicans stem cross section (20x),IMG_3648-3697 Diplophyllum albicans stem cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3748-3822 Diplophyllum albicans perianth mouth (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,perianth mouth,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3748-3822 Diplophyllum albicans perianth mouth (20x),IMG_3698-3747 Diplophyllum albicans stem cross section (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3823-3892 Diplophyllum albicans perianth mouth (10x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,perianth mouth,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,,Raw,IMG_3823-3892 Diplophyllum albicans perianth mouth (10x),IMG_3748-3822 Diplophyllum albicans perianth mouth (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3893-3972 Diplophyllum albicans archegoniophore (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,archegoniophore,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3893-3972 Diplophyllum albicans archegoniophore (20x),IMG_3823-3892 Diplophyllum albicans perianth mouth (10x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_3973-4022 Diplophyllum albicans archegonia (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,archegonia,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_3973-4022 Diplophyllum albicans archegonia (20x),IMG_3893-3972 Diplophyllum albicans archegoniophore (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4023-4072 Diplophyllum albicans archegonia (20x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,archegonia,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_4023-4072 Diplophyllum albicans archegonia (20x),IMG_3973-4022 Diplophyllum albicans archegonia (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4073-4142 Diplophyllum albicans spores and elaters (40x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,spores and elaters,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4073-4142 Diplophyllum albicans spores and elaters (40x),IMG_4023-4072 Diplophyllum albicans archegonia (20x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4143-4202 Diplophyllum albicans spores and elaters (40x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,spores and elaters,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4143-4202 Diplophyllum albicans spores and elaters (40x),IMG_4073-4142 Diplophyllum albicans spores and elaters (40x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4203-4262 Diplophyllum albicans spores and elaters (40x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,spores and elaters,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4203-4262 Diplophyllum albicans spores and elaters (40x),IMG_4143-4202 Diplophyllum albicans spores and elaters (40x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4263-4322 Diplophyllum albicans spores and elaters (40x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,spores and elaters,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4263-4322 Diplophyllum albicans spores and elaters (40x),IMG_4203-4262 Diplophyllum albicans spores and elaters (40x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4323-4382 Diplophyllum albicans spores and elaters (40x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,spores and elaters,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4323-4382 Diplophyllum albicans spores and elaters (40x),IMG_4263-4322 Diplophyllum albicans spores and elaters (40x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4383-4432 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4383-4432 Diplophyllum albicans stature ventral side (2.5x),IMG_4323-4382 Diplophyllum albicans spores and elaters (40x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4433-4482 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4433-4482 Diplophyllum albicans stature ventral side (2.5x),IMG_4383-4782 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4483-4532 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4483-4532 Diplophyllum albicans stature ventral side (2.5x),IMG_4383-4782 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4533-4582 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4533-4582 Diplophyllum albicans stature ventral side (2.5x),IMG_4383-4782 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4583-4632 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4583-4632 Diplophyllum albicans stature ventral side (2.5x),IMG_4383-4782 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4633-4682 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4633-4682 Diplophyllum albicans stature ventral side (2.5x),IMG_4383-4782 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4683-4732 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4683-4732 Diplophyllum albicans stature ventral side (2.5x),IMG_4383-4782 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4733-4782 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4733-4782 Diplophyllum albicans stature ventral side (2.5x),IMG_4383-4782 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4783-4832 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4783-4832 Diplophyllum albicans stature ventral side (2.5x),IMG_4383-4782 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4833-4882 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4833-4882 Diplophyllum albicans stature ventral side (2.5x),IMG_4783-5182 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4883-4932 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4883-4932 Diplophyllum albicans stature ventral side (2.5x),IMG_4783-5182 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4933-4982 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4933-4982 Diplophyllum albicans stature ventral side (2.5x),IMG_4783-5182 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_4983-5032 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_4983-5032 Diplophyllum albicans stature ventral side (2.5x),IMG_4783-5182 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_5033-5082 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_5033-5082 Diplophyllum albicans stature ventral side (2.5x),IMG_4783-5182 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
Diplophyllum albicans,IMG_5083-5132 Diplophyllum albicans stature ventral side (2.5x).ome.ome.tifff,Diplophyllum albicans (L.) Dumort.,NCBI Taxon,NCBI:264775,GBIF:5286350,OTT:1055640,stature ventral side,Preserved Specimen,Urmi-8371,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_5083-5132 Diplophyllum albicans stature ventral side (2.5x),IMG_4783-5182 Diplophyllum albicans stature ventral side (2.5x),round cell,CMPU_0000118
